Track,Artist,Listeners,Playcount
Sweet Nothing (feat. Florence Welch),"Calvin Harris, Florence Welch",456063,4073365
Make It Bun Dem,"Skrillex, Damian ""Jr Gong"" Marley",1925,7104
I Got U,"Duke Dumont, Jax Jones",346227,2107293
I Don't Know Why,"NOTD, Astrid S",1608,8274
Drown (feat. Clinton Kane),"Martin Garrix, Clinton Kane",1540,5799
El Merengue,"Marshmello, Manuel Turizo",2548,15666
Drifting,"Tiësto, Poppy Baskcomb",299,913
Post Malone (feat. RANI),"Sam Feldt, RANI",1695,8453
Call on Me - Radio Mix,Eric Prydz,326831,1985091
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",2624,12096
Play Hard (feat. Ne-Yo & Akon),"David Guetta, Ne-Yo, Akon",320391,1654176
Going Dumb (with Stray Kids),"Alesso, Stray Kids, CORSAK",2275,28512
BOTH,"Tiësto, 21 Savage, BIA",1015,4859
Empty Love,"Lulleaux, Kid Princess",51,262
You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",3064,13916
Bring Me Back - Sped Up,"Miles Away, Miles Away VIP, Olivia Ridgely",25,55
Rumble,"Skrillex, Fred again.., Flowdan",7239,39471
Calling (Lose My Mind) - Radio Edit,"Sebastian Ingrosso, Alesso, Ryan Tedder",149,399
I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),"Oliver Heldens, Nile Rodgers, House Gospel Choir",1134,4114
Paradise (feat. Dermot Kennedy),"MEDUZA, Dermot Kennedy",1501,6031
Cloud 9,"Tobu, Itro",716,2335
Dreamer,Axwell /\ Ingrosso,115013,705309
I Wanna Know (feat. Bea Miller),"NOTD, Bea Miller",752,2760
Fell In Love,"Marshmello, Brent Faiyaz",4333,17789
Howling,"Cartoon, Jéja, Asena",201,873
Run It (feat. Rick Ross & Rich Brian),"DJ Snake, Rick Ross, Rich Brian",935,4077
Savannah,"Diviners, Philly K.",318,2953
Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,"Robin Schulz, Jasmine Thompson",971,3662
Heart Upon My Sleeve (feat. Imagine Dragons),"Avicii, Imagine Dragons",658,3030
Rule The World (Everybody),"Tiësto, Tears For Fears, NIIKO X SWAE, GUDFELLA",1035,3406
I'll Wait,"Kygo, Sasha Alex Sloan",1103,4608
Summertime Blues (feat. Nathan Nicholson),"Chris Lake, Sammy Virji, Nathan Nicholson",461,1884
Million Voices - Radio Edit,Otto Knows,171735,840533
Lighter,"Galantis, David Guetta, 5 Seconds of Summer",2394,10598
Piece Of Your Heart,"MEDUZA, Goodboys",6558,28596
Call Me Now,"Michael Calfan, INNA",210,953
Reload - Radio Edit,"Sebastian Ingrosso, Tommy Trash, John Martin",908,3920
REMEDY,Alesso,122486,744516
Let It Be Me (feat. Ava Max),"David Guetta, Ava Max",683,2747
Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix,"Swedish House Mafia, Anyma, Future, Fred again..",641,2247
All You Need To Know (feat. Calle Lehmann),"Gryffin, SLANDER, Calle Lehmann",476,1787
Stranger Things (feat. OneRepublic) - Alan Walker Remix,"Kygo, OneRepublic, Alan Walker",304,2202
Don't Look Down (feat. Usher),"Martin Garrix, USHER",1046,3741
Good Things Fall Apart (with Jon Bellion),"ILLENIUM, Jon Bellion",1353,8247
Rollin (feat. Future & Khalid),"Calvin Harris, Future, Khalid, Funk Wav",1027,3814
In My Bones,"Lost Frequencies, David Kushner",927,2984
Freestyler (Rock The Microphone),"Lost Frequencies, Bomfunk MC's",374,1235
Chills (Feel My Love),"Oliver Heldens, David Guetta, FAST BOY",664,1897
Ray Of Solar,Swedish House Mafia,75017,473223
Feel Good,Syn Cole,85757,528366
Sad Machine,Porter Robinson,241893,2193113
Midnight (feat. Liam Payne),"Alesso, Liam Payne",927,3654
Sandstorm,Darude,770139,4071874
Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",1429,6131
Kernkraft 400 (A Better Day),"Topic, A7S",1610,7030
Nevada - Sped Up,"Vicetone, Cozi Zuehlsdorff",30,268
Broken Arrows,Avicii,126004,763681
Go Again,"King CAAN, ELYSA",74,275
Another World,"MEDUZA, HAYLA",470,1692
Animals - Radio Edit,Martin Garrix,85660,419507
Breaking Me - HUGEL Remix,"Topic, A7S, HUGEL",144,388
I Follow Rivers,"Tiësto, Oaks",233,499
World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",377,1142
Don't Kill My Vibe,"Öwnboss, BYOR",65,145
Instruction (feat. Demi Lovato & Stefflon Don),"Jax Jones, Demi Lovato, Stefflon Don",1369,5067
Salad Days,Mac DeMarco,718541,6303559
Satisfaction - Hardwell & Maddix Remix,"David Guetta, Benny Benassi, Hardwell, Maddix",397,1415
You Make Me,Avicii,417270,2781155
Lovers on the Sun (feat. Sam Martin),"David Guetta, Sam Martin",356250,2469817
Healing (Shattered Heart),"Kygo, Jonas Brothers",620,2215
Lucky (feat. Remi Wolf),"Zedd, Remi Wolf",712,2937
Red Lights,Tiësto,279114,1721553
Crazy,"Lost Frequencies, Zonderling",2883,12685
In The Dark,"Armin van Buuren, David Guetta, Aldae",640,1777
Love No More,"Loud Luxury, anders",1019,3276
Cheerleader,Porter Robinson,119246,2236459
Shine,Spektrem,44932,267149
Save The World,Swedish House Mafia,359667,2046214
Dancing Feet (feat. DNCE),"Kygo, DNCE",1840,6500
Family Affair (Dance For Me),David Guetta,54852,218201
"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2","Diplo, French Montana, Lil Pump, Zhavia",981,4367
Heartless (feat. Morgan Wallen),"Diplo, Morgan Wallen",1217,5616
Sun Is Shining,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",2336,9465
Easy Love,Sigala,180058,1003285
Help Me Lose My Mind,"Disclosure, London Grammar",287058,1957870
Get Low (with Liam Payne),"Zedd, Liam Payne",834,2717
Ride It - Jonas Blue Remix,"Regard, Jonas Blue",173,674
Ark,"Star Party, Zookeepers",542,2054
Silhouettes - Original Radio Edit,Avicii,251419,1465112
What's Love Got to Do with It,"Kygo, Tina Turner",3315,11678
Lonely World,"K-391, Victor Crone",273,966
Don't Forget My Love,"Diplo, Miguel",1275,4493
CRUSH,"Yellow Claw, Natte Visstick, RHYME",409,5204
Rose Garden,"Lucas Estrada, Lost Ways",34,74
No Sleep (feat. Bonn),"Martin Garrix, Bonn",1283,5067
Omen - Radio Edit,"Disclosure, Sam Smith",585,1987
A Heart Like Hers,Mac DeMarco,232328,1551440
glow,"Fred again.., Duskus, Four Tet, Joy Anonymous, Skrillex",1412,4738
Remind Me to Forget,"Kygo, Miguel",4273,19717
For A Better Day,Avicii,204824,1225926
MATAFAKA,"Unknown Brain, Marvin Divine",476,2283
Baby again..,"Fred again.., Skrillex, Four Tet",4857,24012
Jungle,Fred again..,212674,1980506
Cool Kids,"Lucas Estrada, Jethro",24,55
Outerspace,"BEAUZ, Dallas",583,2606
Firefly,Jim Yosef,41470,213336
Sign,DEAMN,7899,48290
More Baby,"Chris Lake, Aluna",1049,3404
Link,Jim Yosef,25633,137819
You Give Me A Feeling,"Vintage Culture, James Hype",1449,4582
A Moment Apart,ODESZA,199758,1926644
Heavy Metal Love,twocolors,45470,326482
Pump It Louder,"Tiësto, Black Eyed Peas",1706,5797
Stay (feat. Maty Noyes),"Kygo, Maty Noyes",1282,4432
Smile (feat. Carolina Liar),"Martin Garrix, Carolina Liar",480,1908
By Your Side (feat. Tom Grennan),"Calvin Harris, Tom Grennan",1654,4913
Turn On The Lights again.. (feat. Future),"Fred again.., Swedish House Mafia, Future",4642,23859
Lullaby,"R3HAB, Mike Williams",1992,8642
Hallucination,"Regard, Olly Alexander (Years & Years)",669,3903
Mi Amor (with JVKE & Anitta),"Sam Feldt, JVKE, Anitta",1041,5886
Spectrum,"Zedd, Matthew Koma",11354,77721
Play Hard (feat. Ne-Yo & Akon) - New Edit,"David Guetta, Akon, Ne-Yo",994,3839
Magnets,"Disclosure, Lorde",7226,35320
All Day And Night,"Jax Jones, Martin Solveig, Madison Beer, Europa",2812,15969
Flames,"David Guetta, Sia",3528,14766
Ritual,"Tiësto, Jonas Blue, Rita Ora",4883,29777
Wish (feat. Trippie Redd) - Trippie Mix,"Diplo, Trippie Redd",1458,8898
Finally Alone,Mac DeMarco,219719,1242850
Fine Day Anthem,"Skrillex, Boys Noize, Opus III",2138,8495
Forever Yours - Avicii Tribute,"Kygo, Avicii, Sandro Cavazza",520,1961
Follow The Light,"Armin van Buuren, Hardwell",404,2088
Not So Bad (feat. Emie),"Yves V, Ilkay Sencan, Emie",991,3941
Ritmo De La Noche (Vamos A La Playa),"W&W, AXMO",269,993
Used To Love (with Dean Lewis),"Martin Garrix, Dean Lewis",456,2102
God Is A Girl,"W&W, Groove Coverage",552,2259
Ten Feet Tall,"AFROJACK, Wrabel",145319,754519
Clap Your Hands,Kungs,61719,328080
Ignite - 2016 League Of Legends World Championship,Zedd,72376,645361
One (Your Name) - Radio Edit,"Swedish House Mafia, Pharrell Williams",131623,661699
Flashback,"Cartoon, Jéja, Elina Born",123,368
Phone,"MEDUZA, Sam Tompkins, Em Beihold",1435,10766
Infinity - Dubdogz & Bhaskar Edit,"Dubdogz, Bhaskar",484,1439
Let's Go!,Lensko,32289,187815
Body On My,"Loud Luxury, Brando, Pitbull, Nicky Jam",239,637
Nocturnal,"Disclosure, The Weeknd",2531,10227
No Eyes On Me,Justin Caruso,8341,47514
Giant (with Rag'n'Bone Man),"Calvin Harris, Rag'n'Bone Man",1379,5127
Safe & Sound,Different Heaven,28024,161271
Know No Better,"Major Lazer, Travis Scott, Camila Cabello, Quavo",826,2971
My Feelings For You - Mark Knight Remix,"Avicii, Sebastien Drums, Mark Knight",254,709
Chasing Stars (feat. James Bay),"Alesso, Marshmello, James Bay",456,1654
Waterfall,"Disclosure, RAYE",1901,7328
Chain My Heart,"Topic, Bebe Rexha",1799,9932
Let's Go (feat. Ne-Yo),"Calvin Harris, Ne-Yo",160527,880993
Heartbreak Anthem,"Galantis, David Guetta, Little Mix",2814,11485
Satisfaction - Isak Original Extended,"Benny Benassi, The Biz",121284,446506
Tell It To My Heart,"MEDUZA, Hozier",3358,14042
Selfish Love (with Selena Gomez),"DJ Snake, Selena Gomez",1414,7906
Tsunami,"DVBBS, Borgeous",29662,190287
Sunrise (feat. Jason Walker),"Kygo, Jason Walker",391,1410
Starlight (Keep Me Afloat),"Martin Garrix, DubVision, Shaun Farrugia",646,3771
Fade Into Darkness - Vocal Radio Mix,Avicii,116067,632588
Take Me Home (feat. Bebe Rexha),"Cash Cash, Bebe Rexha",1447,5760
Turn off the Lights,"Chris Lake, Alexis Roberts",1232,4570
Left & Right,"Öwnboss, FAST BOY",427,1650
AM:PM,"NOTD, Maia Wright",493,3063
Easy To Love,"Armin van Buuren, Matoma, Teddy Swims",540,1670
Knock Yourself Out XD,Porter Robinson,92829,1363766
ความทรงจำ,Musketeers,4034,43898
พบรัก,Ink Waruntorn,2618,23092
กำแพงหัวใจ,Mirrr,3649,58215
เจ้าของที่,Mirrr,3996,40974
ที่รักใจเย็น,"YENTED, BlackHeart, Williams",32,231
ไม่ให้ไป,Three Man Down,2096,21923
แค่คุณ,Musketeers,3909,31160
Summertime,"YEW, LANDOKMAI",114,631
งานเต้นรำ,Musketeers,2605,24049
แอบหวัง,Anatomy Rabbit,5405,70053
Her,"YENTED, ARARYOZI, Chocolate - t",20,372
เพลงรักเพลงแรก - Blooming,LANDOKMAI,3740,47721
ส่วนต่าง (do it without me),BOWKYLION,2270,22266
จะมอบความรัก,YEW,3405,45812
ไกล,Musketeers,3748,37781
Extraordinary,Anatomy Rabbit,5197,57330
วาดไว้,BOWKYLION,2657,18100
ขอให้โลกนี้ใจดีกับเธอ,Anatomy Rabbit,3965,49801
นิทาน,Musketeers,2165,15298
พิจารณา (Consider),"Musketeers, Maiyarap",99,766
ลา ลา ลา,Dept,5922,79323
อิจฉา,MEYOU,2338,23990
นิโคติน,Mirrr,6449,75121
รสหวาน,FREEHAND,2927,38653
ของขวัญ,Musketeers,4428,42515
เพื่อนไม่จริง,Polycat,4873,42855
จังหวะจะรัก,Violette Wautier,2731,18014
คงต้องบอกลาแล้ว,Dept,4008,60167
ปล่อยดาว,YEW,2934,43842
เธอไม่ได้สอนให้ฉันอยู่คนเดียว,SHERRY,3254,37924
โง่,Silly Fools,1716,13002
I Love You So,The Walters,1330798,20108629
พบกันใหม่,Polycat,4029,35400
เทพลีลา,Silly Fools,798,5156
Pink,Blackbeans,2388,28786
ขอให้เธอใจดี (May she be kind),FREEHAND,833,5057
ดูดี,Polycat,3365,28484
Are You out yet ?,Anatomy Rabbit,5619,58209
My Love Mine All Mine,Mitski,1584215,37850649
ยอม (White Flag),LANDOKMAI,3058,33226
นอกจากชื่อฉัน,ACTART,2194,15509
ลงใจ,BOWKYLION,5330,45097
ลูกคุณหนู,"MEYOU, PUN",43,231
The Night We Met,Lord Huron,1414367,22195490
Love Me Like You Do,Ellie Goulding,432048,3515443
Glue Song,beabadoobee,874615,13448154
Duvet,bôa,1372166,27612087
Lovers Rock,TV Girl,1609680,35109663
golden hour,JVKE,749419,10260280
Those Eyes,New West,556987,6537344
Tek It,Cafuné,865782,13037932
Let Me Down Slowly,Alec Benjamin,634327,6414583
this is what falling in love feels like,JVKE,493997,4789923
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,640516,4497070
Robbers,The 1975,673309,9483797
"Sex, Drugs, Etc.",Beach Weather,960837,13365252
Nothing's New,Rio Romeo,394974,4520269
Washing Machine Heart,Mitski,1449359,26625770
Shut up My Moms Calling (Sped up),Hotel Ugly,240142,858724
Memories,Conan Gray,571431,9374579
Honeypie,JAWNY,582384,4840578
Blue Hair,TV Girl,1003700,14519443
Telephones,Vacations,870214,12987758
ROXANNE,Arizona Zervas,596412,5335083
Doubt,Twenty One Pilots,447008,4266142
A Night To Remember,"beabadoobee, Laufey",13701,115815
Juna,Clairo,762724,10729801
Notion,The Rare Occasions,741185,8868095
Freaks,Surf Curse,1245978,16448938
This Side of Paradise,Coyote Theory,536463,6378384
Are You Bored Yet? (feat. Clairo),"Wallows, Clairo",26498,184241
Maniac,Conan Gray,914308,11934136
Sofia,Clairo,1294620,19476965
Cigarettes out the Window,TV Girl,1169086,20955729
Wait a Minute!,WILLOW,1138353,13181371
Tek It - Sped Up,Cafuné,423264,5187403
Not Allowed,TV Girl,1251811,27721495
Somebody Else,The 1975,877128,12316617
Glue Song (feat. Clairo),"beabadoobee, Clairo",15243,112290
rises the moon,Liana Flores,884064,14055435
Show Me How,Men I Trust,1264450,19628779
Prom Queen,Beach Bunny,720785,7333266
Made For Me,Muni Long,199930,1576004
Fireflies,Owl City,1438433,12879991
I Bet on Losing Dogs,Mitski,1076446,22622651
Tadow,"Masego, FKJ",8069,35660
Hrs & Hrs,Muni Long,224565,1815320
I Can't Handle Change,Roar,984770,13372727
MUTT,Leon Thomas,200027,1457225
Infinity,Jaymes Young,478981,3954409
PS5,"salem ilese, TOMORROW X TOGETHER, Alan Walker",4196,50975
Bags,Clairo,1158785,23283097
Apocalypse,Cigarettes After Sex,1577324,29325626
Young,Vacations,890128,11496156
It's Not Living (If It's Not With You),The 1975,542636,8681122
Good Time,"Owl City, Carly Rae Jepsen",88971,640346
Gilded Lily,Cults,670125,7620107
the way things go,beabadoobee,594330,8617952
Sienna,The Marías,345199,3245305
Heathens,Twenty One Pilots,1091576,9694078
Disco,Surf Curse,804140,7584864
Take A Slice,Glass Animals,437677,5094135
Hate Me,"Ellie Goulding, Juice WRLD",9159,43696
Knee Socks,Arctic Monkeys,1094570,11557359
ceilings,Lizzy McAlpine,761606,14292513
Taking What's Not Yours,TV Girl,597322,7833877
Everyone Adores You (at least I do),Matt Maltese,491675,6173179
Kingston,Faye Webster,902097,14218579
Babydoll,Dominic Fike,1030861,14025871
Cradles,Sub Urban,394849,3233568
Flaming Hot Cheetos,Clairo,892534,10524086
Harpy Hare,Yaelokre,172546,2398778
i was all over her,salvia palth,1019864,18360545
Astronomy,Conan Gray,596528,8267363
Do I Wanna Know? - Live At the BBC,Hozier,173424,1527889
Romantic Lover,Eyedress,953083,10287977
Arabella,Arctic Monkeys,1315475,14836093
Lil Boo Thang,Paul Russell,233423,1250255
Scott Street,Phoebe Bridgers,779065,13481166
Sweet,Cigarettes After Sex,907884,12939018
Je te laisserai des mots,Patrick Watson,862291,12396109
Run Your Mouth,The Marías,419179,3701362
First Love/Late Spring,Mitski,543670,9184183
What You Know,Two Door Cinema Club,1737773,20406777
Bad At Love,Halsey,504874,4703469
The Blonde,TV Girl,795954,9845849
Mount Everest,Labrinth,593203,5160545
Apple Cider,beabadoobee,494944,7295030
Sunsetz,Cigarettes After Sex,1160352,17808769
I Know You,Faye Webster,643408,9272499
Femininomenon,Chappell Roan,828596,13350444
Into Your Arms (feat. Ava Max),"Witt Lowry, Ava Max",2349,12610
Mind Over Matter (Reprise),Young the Giant,340348,3317992
4EVER,Clairo,889509,11325175
Anchor,Novo Amor,518766,5077885
Chocolate,The 1975,787495,8313884
K.,Cigarettes After Sex,1120223,18030698
Christmas Kids,Roar,539303,7184987
Tired,beabadoobee,573137,6323251
Fantastic (from the series Arcane League of Legends),"Arcane, King Princess",2179,20962
Can I Call You Tonight?,Dayglow,882396,10236711
Maps,Yeah Yeah Yeahs,1417609,11865401
August 10,Julie Doiron,181838,2052816
Welcome to the Black Parade,My Chemical Romance,1684300,17336232
Be Quiet and Drive (Far Away),Deftones,1208890,18879909
If We Have Each Other,Alec Benjamin,305244,2857861
Intolewd,Matt Maltese,701357,5307368
Hidden In the Sand,Tally Hall,508623,4425067
Paranoia,The Marías,247416,1885303
Back On 74,Jungle,604549,6052925
sex money feelings die,Lykke Li,488110,4397999
You Are the Right One,Sports,546152,3768051
Calling After Me,Wallows,376744,3479422
Gasoline,Halsey,487349,4267095
Coastline,Hollow Coves,238326,1593895
Amoeba,Clairo,816314,13997311
Écoute Chérie,Vendredi sur Mer,242992,2077337
Bloom (Online Bonus Track),The Paper Kites,148444,1010324
Wasteland (from the series Arcane League of Legends),"Arcane, Royal & the Serpent",1343,10481
Sexy to Someone,Clairo,660102,7959217
Again & Again,the bird and the bee,325530,2776798
anything,Adrianne Lenker,596639,11360787
Francis Forever,Mitski,1010832,19059614
Just,Radiohead,1638856,18389055
3 Nights,Dominic Fike,790681,9517480
Bitches,Mindless Self Indulgence,245280,2066419
Take A Bite,beabadoobee,509761,6918942
Tongue Tied,GROUPLOVE,1370163,12783222
For Cryin' Out Loud!,FINNEAS,133448,1101861
My Kink Is Karma,Chappell Roan,737293,12395800
I'm so crazy for youuu </3,Rebzyyx,186265,2613286
Formula,Labrinth,858848,8792235
Beaches,beabadoobee,321811,3456350
Looking Out for You,Joy Again,883679,12101899
Better in the Dark,"Jordana, TV Girl",18341,144167
Nobody,Mitski,1129276,18230773
i wanna be your girlfriend,girl in red,725872,6774190
Miku,"Anamanaguchi, Hatsune Miku",5041,28633
Love Is a Bitch,Two Feet,338138,2339207
Paper Planes,M.I.A.,1986319,18465431
Need 2,Pinegrove,788474,13078337
Loving Machine,TV Girl,559609,6362604
Those Eyes - Sped Up,New West,105891,794501
forwards beckon rebound,Adrianne Lenker,351692,5021631
Picture You,Chappell Roan,592247,7308010
Naked In Manhattan,Chappell Roan,640782,9284038
Water Fountain,Alec Benjamin,404103,3921134
Feel It Still,Portugal. The Man,933322,8980611
Add Up My Love,Clairo,427424,4311298
Mystery of Love,Sufjan Stevens,701983,9413239
Family Line,Conan Gray,384114,5996312
How Long Will I Love You,Ellie Goulding,158528,1008300
Money,The Drums,923346,8544440
Brazil,Declan McKenna,921454,12191416
Him & I (with Halsey),"G-Eazy, Halsey",5639,30862
20191009 I Like Her,Mac DeMarco,559868,5214347
When the Sun Hits,Slowdive,1049938,16584832
In A Good Way,Faye Webster,527987,6549122
Never Be Like You,"Flume, kai",7419,46902
You're All I Want,Cigarettes After Sex,446157,4302728
"not a lot, just forever",Adrianne Lenker,448197,7052455
Mardy Bum,Arctic Monkeys,1655040,16239329
Me and My Husband,Mitski,945186,14942777
Someone To You,BANNERS,441706,4061571
Girls Just Wanna Have Some,Chromatics,163578,1338144
Right Side of My Neck,Faye Webster,691708,10245951
Bad Girls,M.I.A.,952956,8720653
It Almost Worked,TV Girl,602703,7773084
(dream),salvia palth,844924,12349450
1985,Bo Burnham,237620,2308018
Things to Do,Alex G,339361,4570618
After Midnight,Chappell Roan,634892,8489272
Watching Him Fade Away,Mac DeMarco,666184,7536635
Tom's Diner,"AnnenMayKantereit, Giant Rooks",6842,29289
I Bet You Look Good On The Dancefloor,Arctic Monkeys,1901202,19751681
State Lines,Novo Amor,349844,3240859
breaking news,flowerovlove,58717,382305
Good Life (with G-Eazy & Kehlani),"G-Eazy, Kehlani",1152,4347
Black Out Days,Phantogram,550722,5204080
Twilight,bôa,638221,8572135
I Want You,Mitski,716562,12172315
Lejos de Ti,The Marías,252170,1760445
Tieduprightnow,Parcels,288156,2090826
Genesis,Grimes,1283992,17204906
"Everywhere, Everything (with Gracie Abrams)","Noah Kahan, Gracie Abrams",2834,25406
Rosemary,Deftones,670270,8909772
Futile Devices (Doveman Remix),Sufjan Stevens,412853,4960813
bad idea!,girl in red,733510,7420277
Black Star,Radiohead,1157134,11202721
It Runs Through Me (feat. De La Soul),"Tom Misch, De La Soul",1273,4725
Hayloft,Mother Mother,778452,8323038
West Coast Love,Emotional Oranges,181091,1575424
